DB Class Key	Common Organism Name	NCBI Taxon ID	Symbol	EntrezGene ID	Mouse MGI ID	HGNC ID	OMIM Gene ID	Genetic Location	Genome Coordinates (mouse: GRCm39 human: GRCh38)	Nucleotide RefSeq IDs	Protein RefSeq IDs	SWISS_PROT IDs
52075727	mouse, laboratory	10090	Rbm34	52202	MGI:1098653			Chr8 74.64 cM	Chr8:127673922-127697799(-)	NM_001374800,NM_172762	NP_001361729,NP_766350	Q8C5L7
52075727	human	9606	RBM34	23029		HGNC:28965	OMIM:619915	Chr1 q42.3	Chr1:235131183-235161293(-)	NM_015014,NM_001346738,NM_001161533	NP_001333667,NP_055829,XP_011542435,XP_047305656,XP_047305661,XP_054191231,XP_054191232,XP_054191233	P42696
52075728	mouse, laboratory	10090	Clptm1l	218335	MGI:2442892			Chr13 40.12 cM	Chr13:73752125-73768724(+)	NM_146047	NP_666159	Q8BXA5
52075728	human	9606	CLPTM1L	81037		HGNC:24308	OMIM:612585	Chr5 p15.33	Chr5:1317744-1345099(-)	NM_030782	NP_110409,XP_011512446,XP_024301990,XP_054209543,XP_054209544	Q96KA5
52075729	mouse, laboratory	10090	Serpinf1	20317	MGI:108080			Chr11 45.87 cM	Chr11:75300855-75313449(-)	NM_011340	NP_035470	P97298
52075729	human	9606	SERPINF1	5176		HGNC:8824	OMIM:172860	Chr17 p13.3	Chr17:1761979-1777627(+)	NM_001329903,NM_001329905,NM_002615,NM_001329904	NP_001316832,NP_002606,NP_001316834,NP_001316833	P36955
52075730	mouse, laboratory	10090	Rnf103	22644	MGI:109483			Chr6 32.16 cM	Chr6:71470878-71487865(+)	NM_001410508,NM_001410507,NM_009543,XM_036166029,XM_036166028,NM_001308303	XP_036021921,NP_033569,NP_001295232,NP_001397436,NP_001397437,XP_036021922	Q9R1W3
52075730	human	9606	RNF103	7844		HGNC:12859	OMIM:602507	Chr2 p11.2	Chr2:86603393-86623877(-)	NM_005667,NM_001198951,NM_001198952	NP_001185880,NP_005658,NP_001185881	O00237
52075731	mouse, laboratory	10090	Rgn	19733	MGI:108024			ChrX 16.04 cM	ChrX:20416026-20428328(+)	NM_001418015,NM_001418017,NM_001418014,NM_009060,NM_001418016	NP_033086,NP_001404944,NP_001404945,NP_001404943,NP_001404946	Q64374
52075731	human	9606	RGN	9104		HGNC:9989	OMIM:300212	ChrX p11.3	ChrX:47078190-47094419(+)	NM_152869,NM_001282849,NM_001282848,NM_004683	XP_054184063,NP_001269777,NP_001269778,NP_004674,NP_690608,XP_006724630,XP_006724631,XP_016885443,XP_054184061,XP_054184062	Q15493
52075732	mouse, laboratory	10090	Slc5a11	233836	MGI:1919316			Chr7 67.42 cM	Chr7:122814003-122872476(+)	XM_011241769,XM_011241767,NM_146198,XM_011241768,XM_006507712,XM_011241766	XP_011240068,XP_006507775,NP_666310,XP_011240069,XP_011240071,XP_011240070	Q8K0E3
52075732	human	9606	SLC5A11	115584		HGNC:23091	OMIM:610238	Chr16 p12.1	Chr16:24845841-24911628(+)	NM_001258411,NM_001258412,NM_001258413,NM_001258414,NM_001352235,NM_001352236,NM_001352237,NM_001352238,NM_001352242,NM_001352245,NM_001352246,NM_001352247,NM_001352248,NM_001352249,NM_001352250,NM_001352259,NM_001394076,NM_001394077,NM_001394078,NM_001394079,NM_001394080	NP_001339171,NP_001339167,NP_001339166,NP_001339165,NP_001339164,NP_001339178,NP_001339179,NP_001339188,NP_001381005,NP_001381006,NP_001381007,NP_001381008,NP_001381009,NP_001245343,NP_001245342,NP_001245341,NP_001245340,NP_001339176,NP_001339177,XP_011544030,XP_011544027,XP_054235491,XP_054235490,XP_054235489,XP_054235488,XP_054235487,XP_054235486,XP_054188605,XP_054188604,XP_054188603,XP_054188602,XP_054188601,XP_054188600,XP_047289530,XP_047289531,XP_047289529,XP_016878392,NP_001339175,NP_001339174	Q8WWX8
52075733	mouse, laboratory	10090	Acsl5	433256	MGI:1919129			Chr19 51.3 cM	Chr19:55240298-55285060(+)	XM_006527178,NM_027976	XP_006527241,NP_082252	Q8JZR0
52075733	human	9606	ACSL5	51703		HGNC:16526	OMIM:605677	Chr10 q25.2	Chr10:112372400-112428381(+)	NM_001387037,NM_016234,NM_203379,NM_203380	NP_001373966,NP_976314,NP_976313,NP_057318	Q9ULC5
52075734	mouse, laboratory	10090	Eef1a2	13628	MGI:1096317			Chr2 103.6 cM	Chr2:180783551-180798808(-)	NM_007906	NP_031932	P62631
52075734	human	9606	EEF1A2	1917		HGNC:3192	OMIM:602959	Chr20 q13.33	Chr20:63477488-63500533(-)	NM_001958	NP_001949	Q05639
52075735	mouse, laboratory	10090	Tsr3	68327	MGI:1915577			Chr17 12.53 cM	Chr17:25459141-25461773(+)	XM_030250016,XM_036160760,XM_036160759,NM_026676,XM_036160762,XM_036160763,XM_011246586,XM_036160761,NM_001163718,XM_036160764,XM_006524842,XM_006524840	XP_006524905,XP_036016657,XP_036016656,XP_036016655,XP_036016654,XP_036016653,XP_006524903,XP_036016652,XP_030105876,XP_011244888,NP_001157190,NP_080952	Q5HZH2
52075735	human	9606	TSR3	115939		HGNC:14175	OMIM:617058	Chr16 p13.3	Chr16:1349237-1351878(-)	NM_001001410	NP_001001410	Q9UJK0
52075736	mouse, laboratory	10090	Ppp1r21	73825	MGI:1921075			Chr17 58.02 cM	Chr17:88837552-88895795(+)	XM_017317677,NM_028658	NP_082934,XP_017173166	Q3TDD9
52075736	human	9606	PPP1R21	129285		HGNC:30595	OMIM:618159	Chr2 p16.3	Chr2:48440598-48515391(+)	NM_152994,NM_001135630,NM_001135629,NM_001193475	XP_054196436,XP_047299210,NP_694539,NP_001180404,NP_001129101	Q6ZMI0
52075737	mouse, laboratory	10090	Slc25a48	328258	MGI:2145373			Chr13 30.06 cM	Chr13:56585774-56620180(+)	XM_030247304,XM_006517278,XM_011244532,NM_177809	XP_030103164,NP_808477,XP_006517341,XP_011242834	Q8BW66
52075737	human	9606	SLC25A48	153328		HGNC:30451	OMIM:616150	Chr5 q31.1	Chr5:135476913-135889770(+)	NM_001349345,NM_001349335,NM_145282,NM_001349336	XP_016864577,XP_016864578,XP_016864580,XP_047272760,XP_047272761,XP_047272762,XP_047272763,XP_054207747,XP_054207748,XP_054207749,XP_054207750,XP_054207751,NP_001336264,NP_001336265,XP_016864576,NP_001336274,NP_660325,XP_005271960,XP_006714607,XP_006714613,XP_006714615,XP_011541498,XP_011541501,XP_054207759,XP_054207760,XP_054207752,XP_054207753,XP_054207754,XP_054207755,XP_054207756,XP_054207757,XP_054207758	Q6ZT89
52075738	mouse, laboratory	10090	Ccdc47	67163	MGI:1914413			Chr11 68.89 cM	Chr11:106090086-106107349(-)	NM_026009,XM_030246238	XP_030102098,NP_080285	Q9D024
52075738	human	9606	CCDC47	57003		HGNC:24856	OMIM:618260	Chr17 q23.3	Chr17:63745255-63776351(-)	NM_001446032,NM_001446033,NM_001446034,NM_001446035,NM_001446036,NM_001446037,NM_001446038,NM_001446039,NM_001446040,NM_020198	NP_001432961,NP_001432962,NP_001432963,NP_001432964,NP_001432965,NP_001432966,NP_001432967,NP_001432968,NP_001432969,NP_064583,XP_005257584,XP_054172683	Q96A33
52075739	mouse, laboratory	10090	Ankrd9	74251	MGI:1921501			Chr12 60.9 cM	Chr12:110942854-110945516(-)	XM_030246958,NM_001361916,NM_175207,NM_001361917,XM_006516294,XM_030246957	XP_006516357,XP_030102818,XP_030102817,NP_780416,NP_001348846,NP_001348845	Q8BH83
52075739	human	9606	ANKRD9	122416		HGNC:20096	OMIM:618605	Chr14 q32.31	Chr14:102501767-102509824(-)	NM_001348652,NM_152326,NM_001348651	NP_001335580,NP_001335581,NP_689539	Q96BM1
52075740	mouse, laboratory	10090	Lyn	17096	MGI:96892			Chr4 2.05 cM	Chr4:3676865-3791613(+)	NM_001111096,NM_010747,XM_036163782	XP_036019675,NP_001104566,NP_034877	P25911
52075740	human	9606	LYN	4067		HGNC:6735	OMIM:165120	Chr8 q12.1	Chr8:55879825-56014169(+)	NM_002350,NM_001111097	XP_054216452,XP_011515831,NP_002341,NP_001104567	P07948
52075741	mouse, laboratory	10090	Hormad1	67981	MGI:1915231			Chr3 40.74 cM	Chr3:95466988-95494982(+)	NM_001289534,NM_026489,NM_001289537,NM_001289532,NM_001373886	NP_001276463,NP_001360815,NP_080765,NP_001276466,NP_001276461	Q9D5T7
52075741	human	9606	HORMAD1	84072		HGNC:25245	OMIM:609824	Chr1 q21.3	Chr1:150698060-150720895(-)	NM_001199829,NM_032132	XP_047287794,NP_001186758,NP_115508,XP_011508356,XP_047287764,XP_047287766,XP_047287770,XP_047287782,XP_047287784,XP_047287787,XP_047287792,XP_047287799,XP_047287801,XP_054195046,XP_054195047,XP_054195048,XP_054195049,XP_054195050,XP_054195051,XP_054195052,XP_054195053,XP_054195054,XP_054195055,XP_054195056	Q86X24
52075742	mouse, laboratory	10090	Usp2	53376	MGI:1858178			Chr9 24.53 cM	Chr9:43978318-44006924(+)	NM_001407819,NM_001407818,NM_016808,NM_001407824,NM_001407825,NM_001407826,NM_001407827,NM_001407820,NM_001407821,NM_001407822,NM_001407823,NM_198091,NM_198092,XM_006510486	NP_001394747,NP_001394754,NP_932760,NP_001394756,NP_001394751,NP_001394750,NP_001394753,NP_001394752,XP_006510549,NP_001394755,NP_058088,NP_932759,NP_001394749,NP_001394748	O88623
52075742	human	9606	USP2	9099		HGNC:12618	OMIM:604725	Chr11 q23.3	Chr11:119355215-119381711(-)	NM_001243759,NM_004205,NM_171997	NP_741994,XP_005271779,NP_001230688,XP_005271778,NP_004196,XP_054226440,XP_054226439,XP_054226438,XP_016874028	O75604
52075743	mouse, laboratory	10090	Leng1	69757	MGI:1917007			Chr7 2.11 cM	Chr7:3663106-3668839(-)	NM_027203	NP_081479	Q9DB98
52075743	human	9606	LENG1	79165		HGNC:15502		Chr19 q13.42	Chr19:54155161-54159721(-)	NM_024316	NP_077292	Q96BZ8
52075744	mouse, laboratory	10090	Pdss2	71365	MGI:1918615			Chr10 22.91 cM	Chr10:43097482-43340878(+)	XM_006512853,XM_036156015,NM_001168289,XM_006512852,XM_006512854,NM_027772	XP_006512916,NP_001161761,NP_082048,XP_006512917,XP_036011908,XP_006512915	Q33DR3
52075744	human	9606	PDSS2	57107		HGNC:23041	OMIM:610564	Chr6 q21	Chr6:107152556-107459580(-)	NM_020381	XP_054211942,XP_054211943,XP_054211944,XP_054211945,NP_065114,XP_011534258,XP_011534259,XP_011534260,XP_011534261,XP_011534262,XP_011534263,XP_011534265,XP_016866571,XP_047275052,XP_047275053,XP_047275054,XP_047275055,XP_047275056,XP_047275057,XP_054211939,XP_054211940,XP_054211941,XP_054211946,XP_054211947,XP_054211948,XP_054211949,XP_054211950,XP_054211951	Q86YH6
52075745	mouse, laboratory	10090	Cyb561d1	72023	MGI:1919273			Chr3 46.86 cM	Chr3:108103003-108108528(-)	NM_028061,NM_001081320,XM_006502127,XM_006502126,XM_006502128	XP_006502191,NP_001074789,XP_006502190,XP_006502189,NP_082337	A2AE42
52075745	human	9606	CYB561D1	284613		HGNC:26804		Chr1 p13.3	Chr1:109494052-109502932(+)	NM_001134403,NM_182580,NM_001134402,NM_001134400,NM_001134404	NP_001127872,NP_001127874,NP_001127875,NP_001127876,NP_872386	Q8N8Q1
52075746	mouse, laboratory	10090	Pla2g10	26565	MGI:1347522			Chr16 9.5 cM	Chr16:13532921-13548847(-)	NM_011987,NM_001291009,XM_017316987	XP_017172476,NP_036117,NP_001277938	Q9QXX3
52075746	human	9606	PLA2G10	8399		HGNC:9029	OMIM:603603	Chr16 p13.12-p13.11	Chr16:14672548-14701850(-)	NM_003561	XP_011520999,XP_054185115,XP_054185117,XP_011520998,XP_011520997,NP_003552,XP_011521000,XP_047290713,XP_054185113,XP_054185114,XP_054185116	O15496
52075747	mouse, laboratory	10090	Tspan4	64540	MGI:1928097			Chr7 86.83 cM	Chr7:141055194-141073340(+)	NM_001403358,NM_001252588,NM_001403356,NM_001403355,NM_001403357,XM_036153327,XM_036153326,NM_053082	NP_001239517,NP_001390284,XP_036009219,NP_001390286,NP_001390287,NP_001390285,NP_444312,XP_036009220	Q9DCK3
52075747	human	9606	TSPAN4	7106		HGNC:11859	OMIM:602644	Chr11 p15.5	Chr11:840686-867120(+)	NM_001025239,NM_003271,NM_001439693,NM_001439038,NM_001439037,NM_001439036,NM_001439035,NM_001439034,NM_001439033,NM_001025238,NM_001025237,NM_001025236,NM_001025235,NM_001025234	NP_001425967,NP_001020408,NP_001020409,NP_001020410,NP_001425962,NP_001425963,NP_001425964,NP_001425965,NP_001425966,NP_001020407,NP_001020406,NP_001020405,NP_001426622,NP_003262,XP_054225746	O14817
52075748	mouse, laboratory	10090	Hvcn1	74096	MGI:1921346			Chr5 62.23 cM	Chr5:122344872-122380360(+)	XM_006530471,NM_028752,NM_001359454,XM_006530472,NM_001042489	NP_083028,NP_001346383,XP_006530535,XP_006530534,NP_001035954	Q3U2S8
52075748	human	9606	HVCN1	84329		HGNC:28240	OMIM:611227	Chr12 q24.11	Chr12:110627841-110704952(-)	NM_001445846,NM_001445845,NM_001445844,NM_001256413,NM_001040107,NM_032369,NM_001445850,NM_001445849,NM_001445848,NM_001445847	NP_001035196,NP_001243342,NP_001432773,NP_001432774,NP_001432775,NP_001432776,NP_001432777,NP_001432778,NP_001432779,NP_115745,XP_005254005,XP_011537140,XP_011537141,XP_011537142,XP_011537143,XP_011537144,XP_011537146,XP_011537147,XP_011537148,XP_011537149,XP_016875515,XP_016875516,XP_024304993,XP_047285625,XP_047285626,XP_054229445,XP_054229446,XP_054229447,XP_054229448,XP_054229449,XP_054229450,XP_054229451,XP_054229452,XP_054229453,XP_054229454,XP_054229455,XP_054229456,XP_054229457,XP_054229458	Q96D96
52075749	mouse, laboratory	10090	Cdk2ap2	52004	MGI:1098779			Chr19 3.8 cM	Chr19:4147182-4149019(+)	NM_026373,XM_006531787	NP_080649,XP_006531850	Q9CPY4
52075749	human	9606	CDK2AP2	10263		HGNC:30833	OMIM:620061	Chr11 q13.2	Chr11:67506490-67508701(-)	NM_001271849,NM_005851	NP_005842,NP_001258778	O75956
52075750	mouse, laboratory	10090	Gimap9	317758	MGI:3511744			Chr6 23.65 cM	Chr6:48653084-48656050(+)	NM_174960,NM_001411759,NM_001411758	NP_001398688,NP_777620,NP_001398687	G3X987
52075751	mouse, laboratory	10090	Arl5a	75423	MGI:1922673			Chr2 29.98 cM	Chr2:52287961-52314886(-)	XM_011239204,NM_182994	XP_011237506,NP_892039	Q80ZU0
52075751	human	9606	ARL5A	26225		HGNC:696	OMIM:608960	Chr2 q23.3	Chr2:151788984-151828531(-)	NM_177985,NM_001037174,NM_012097	NP_001032251,NP_036229,NP_817114	Q9Y689
52075752	mouse, laboratory	10090	Ncoa5	228869	MGI:2385165			Chr2 85.32 cM	Chr2:164842277-164876787(-)	XM_017317897,XM_006499369,XM_030250665,XM_036161618,NM_144892	XP_030106525,NP_659141,XP_006499432,XP_017173386,XP_036017511	Q91W39
52075752	human	9606	NCOA5	57727		HGNC:15909	OMIM:616825	Chr20 q13.12	Chr20:46060985-46089962(-)	NM_001348151,NM_001348148,NM_001348149,NM_001348150,NM_020967	NP_001335078,NP_001335080,NP_066018,NP_001335079,NP_001335077	Q9HCD5
52075753	mouse, laboratory	10090	Pnpla5	75772	MGI:1923022			Chr15 39.78 cM	Chr15:83996557-84007376(-)	XM_036159623,XM_128189	XP_036015516,NP_083703	Q32LZ8
52075753	human	9606	PNPLA5	150379		HGNC:24888	OMIM:611589	Chr22 q13.31	Chr22:43878568-43892494(-)	NM_001177675,NM_138814,NM_001371410	NP_001171146,NP_001358339,NP_620169,XP_047297120,XP_054181159	Q7Z6Z6
52075754	mouse, laboratory	10090	Pnpla3	116939	MGI:2151796			Chr15 39.78 cM	Chr15:84052038-84071437(+)	NM_001408341,NM_001408340,NM_001408339,NM_054088,NM_001408342	NP_001395271,NP_001395270,NP_001395269,NP_001395268,NP_473429	Q91WW7
52075754	human	9606	PNPLA3	80339		HGNC:18590	OMIM:609567	Chr22 q13.31	Chr22:43923781-43964488(+)	NM_025225	NP_079501	Q9NST1
52075755	mouse, laboratory	10090	Hax1	23897	MGI:1346319			Chr3 39.19 cM	Chr3:89902753-89906023(-)	NM_001310681,XM_036163092,XM_017319570,NM_011826,NM_001428785,NM_001282032,NM_001428786,NM_001428787,XM_006501446,XM_036163091	NP_001268961,XP_006501509,NP_001297610,NP_035956,NP_001415714,NP_001415715,NP_001415716,XP_036018985,XP_017175059,XP_036018984	O35387
52075755	human	9606	HAX1	10456		HGNC:16915	OMIM:605998	Chr1 q21.3	Chr1:154269393-154275882(+)	NM_006118,NM_001018837	NP_001018238,NP_006109	O00165
52075756	mouse, laboratory	10090	Mapkapk5	17165	MGI:1333110			Chr5 61.84 cM	Chr5:121663114-121683955(-)	NM_010765	NP_034895	O54992
52075756	human	9606	MAPKAPK5	8550		HGNC:6889	OMIM:606723	Chr12 q24.12-q24.13	Chr12:111842013-111902222(+)	NM_001371482,NM_139078,NM_003668,NM_001371487,NM_001371486,NM_001371485,NM_001371484,NM_001371479,NM_001371480,NM_001371481,NM_001371483	NP_620777,NP_003659,NP_001358416,NP_001358415,NP_001358408,NP_001358409,NP_001358410,NP_001358411,NP_001358412,NP_001358413,NP_001358414	Q8IW41
52075757	mouse, laboratory	10090	Tm2d2	69742	MGI:1916992			Chr8 13.7 cM	Chr8:25507227-25513276(+)	NM_027194	NP_081470	Q8R0I4
52075757	human	9606	TM2D2	83877		HGNC:24127	OMIM:610081	Chr8 p11.22	Chr8:38988808-38996990(-)	NM_001024381,NM_031940,NM_001024380,NM_078473	NP_001019551,NP_001019552,NP_114146,NP_510882,XP_006716471,XP_011542969,XP_054217314,XP_054217315	Q9BX73
52075758	mouse, laboratory	10090	Tmem53	68777	MGI:1916027			Chr4 53.43 cM	Chr4:117109148-117125779(+)	NM_001285814,NM_001285815,NM_029589,NM_026837,NM_001285816,XM_030253755,NM_001285812	NP_001272745,NP_001272741,NP_081113,NP_083865,NP_001272743,NP_001272744,XP_030109615	Q9D0Z3
52075758	human	9606	TMEM53	79639		HGNC:26186	OMIM:619722	Chr1 p34.1	Chr1:44635238-44674481(-)	NM_001300746,NM_001300747,NM_024587,NM_001300748	NP_001287675,NP_001287676,NP_001287677,NP_078863	Q6P2H8
52075759	mouse, laboratory	10090	Ccdc191	212153	MGI:1922661			Chr16 28.44 cM	Chr16:43710172-43784677(+)	XM_030249033,NM_027801,XM_030249035,XM_030249034,XM_006521958,XM_036159866	NP_082077,XP_006522021,XP_030104895,XP_030104894,XP_030104893,XP_036015759	
52075759	human	9606	CCDC191	57577		HGNC:29272		Chr3 q13.31	Chr3:113964137-114056613(-)	NM_020817,NM_001353766,NM_001353767	NP_001340695,NP_001340696,NP_065868,XP_005247738,XP_011511354,XP_011511356,XP_016862446,XP_016862448,XP_047304597,XP_047304598,XP_047304599,XP_054203371,XP_054203372,XP_054203373,XP_054203374,XP_054203375,XP_054203376,XP_054203377,XP_054203378	Q8NCU4
52075760	mouse, laboratory	10090	Cryzl1	66609	MGI:1913859			Chr16 53.26 cM	Chr16:91486210-91525690(-)	NM_133679,NM_026994	NP_598440,NP_081270	Q921W4
52075760	human	9606	CRYZL1	9946		HGNC:2420	OMIM:603920	Chr21 q22.11	Chr21:33589341-33643926(-)	NM_145311,NM_145858	NP_665857	O95825
52075761	mouse, laboratory	10090	Dffa	13347	MGI:1196227			Chr4 78.87 cM	Chr4:149188603-149205104(+)	NM_010044,NM_001025296	NP_001020467,NP_034174	O54786
52075761	human	9606	DFFA	1676		HGNC:2772	OMIM:601882	Chr1 p36.22	Chr1:10456522-10472549(-)	NM_004401,NM_213566	NP_004392,NP_998731	O00273
52075762	mouse, laboratory	10090	Bpgm	12183	MGI:1098242			Chr6 15.01 cM	Chr6:34453291-34482071(+)	NM_001363710,NM_001363709,NM_001363708,NM_007563	NP_001350638,NP_001350639,NP_001350637,NP_031589	P15327
52075762	human	9606	BPGM	669		HGNC:1093	OMIM:613896	Chr7 q33	Chr7:134646811-134679816(+)	NM_001445548,NM_001293085,NM_199186,NM_001724	XP_054214844,XP_054214843,XP_047276717,XP_011514829,NP_954655,NP_001715,NP_001432477,NP_001280014	P07738
52075763	mouse, laboratory	10090	Lrrc57	66606	MGI:1913856			Chr2 60.37 cM	Chr2:120434719-120439989(-)	NM_001159609,XM_006500016,NM_025657,NM_001159610,NM_001159612	NP_079933,XP_006500079,NP_001153081,NP_001153084,NP_001153082	Q9D1G5
52075763	human	9606	LRRC57	255252		HGNC:26719		Chr15 q15.2	Chr15:42528327-42548802(-)	NM_153260	NP_694992,XP_011519726,XP_047288291,XP_054233627,XP_054233628,XP_054233629,XP_011519725	Q8N9N7
52075764	mouse, laboratory	10090	Cln3	12752	MGI:107537			Chr7 69.16 cM	Chr7:126170571-126184991(-)	XM_036152625,XM_036152620,NM_001329789,NM_001402721,XM_030242058,NM_001402722,NM_001402720,XM_036152624,XM_036152623,XM_036152622,XM_036152621,NM_001402715,NM_001402718,NM_001402716,NM_001402717,NM_001402719,NM_009907,NM_001146311	XP_036008513,XP_036008516,NP_001389650,NP_001389651,XP_036008517,XP_036008514,XP_036008515,NP_001316718,NP_001139783,NP_001389648,NP_001389649,NP_001389645,NP_001389644,NP_034037,NP_001389646,XP_036008518,NP_001389647,XP_030097918	Q61124
52075764	human	9606	CLN3	1201		HGNC:2074	OMIM:607042	Chr16 p12.1	Chr16:28466653-28495575(-)	NM_001286110,NM_001286105,NM_001286104,NM_000086,NM_001042432,NM_001286109	NP_001273033,XP_054170582,XP_054170581,XP_054170580,XP_054170584,NP_001035897,NP_000077,XP_054170583,NP_001273034,NP_001273038,NP_001273039,XP_054170579	Q13286
52075765	mouse, laboratory	10090	Supt3	109115	MGI:1923723			Chr17 21.56 cM	Chr17:45088039-45430177(+)	NM_178652,XM_030249446,XM_006523478,XM_006523479,XM_006523477,XM_030249447,XM_030249445	XP_030105307,XP_030105305,XP_006523541,XP_030105306,XP_006523542,NP_848767,XP_006523540	
52075765	human	9606	SUPT3H	8464		HGNC:11466	OMIM:602947	Chr6 p21.1	Chr6:44809057-45377953(-)	NM_001350324,NM_003599,NM_001350329,NM_001350327,NM_001350326,NM_001350325,NM_001261823,NM_181356	NP_001337254,NP_001337255,NP_001337256,NP_001248752,XP_016866859,XP_011513256,XP_054212552,XP_054212551,XP_054212555,XP_054212554,XP_054212553,NP_001337258,NP_003590,NP_852001,XP_011513251,XP_011513254,XP_011513255,XP_054212550,XP_054212549,XP_054212548,XP_054212547,XP_047275373,XP_047275372,XP_024302340,XP_054212556,XP_054212557,XP_016866863,XP_016866860,NP_001337253	O75486
52075766	mouse, laboratory	10090	Plaat5	66727	MGI:1913977			Chr19 5.33 cM	Chr19:7589906-7617007(+)	NM_001368696,NM_025731	NP_080007,NP_001355625	Q9CPX5
52075766	human	9606	PLAAT5	117245		HGNC:24978	OMIM:611474	Chr11 q12.3	Chr11:63461404-63491219(-)	NM_001146729,NM_001146728,NM_054108	NP_001140200,NP_001140201,NP_473449,XP_011543053,XP_011543054,XP_047282295,XP_047282296,XP_054223588,XP_054223589,XP_054223590,XP_054223591	Q96KN8
52075767	mouse, laboratory	10090	Plaat3	225845	MGI:2179715			Chr19 5.33 cM	Chr19:7534824-7565910(+)	NM_001362425,NM_139269,NM_001425884	NP_001349354,NP_644675,NP_001412813	Q8R3U1
52075767	human	9606	PLAAT3	11145		HGNC:17825	OMIM:613867	Chr11 q12.3-q13.1	Chr11:63573172-63616927(-)	NM_007069,NM_001128203	NP_001121675,NP_009000,XP_011543043,XP_054223515,XP_054223516	P53816
52075768	mouse, laboratory	10090	Sav1	64010	MGI:1927144			Chr12 28.94 cM	Chr12:70011786-70033776(-)	NM_022028,NM_001417786,NM_001417788	NP_071311,NP_001404717,NP_001404715	Q8VEB2
52075768	human	9606	SAV1	60485		HGNC:17795	OMIM:607203	Chr14 q22.1	Chr14:50632058-50668337(-)	NM_021818	XP_054232516,XP_054232517,NP_068590,XP_011535359,XP_047287615	Q9H4B6
52075769	mouse, laboratory	10090	Slc10a7	76775	MGI:1924025			Chr8 37.04 cM	Chr8:79235975-79460632(+)	NM_029736,XM_006531491,XM_017313010,XM_017313009,XM_011248545,XM_006531488,XM_006531489,XM_134313,NM_001282109,NM_001282108	XP_017168498,XP_017168499,XP_006531551,NP_001009981,NP_001269038,NP_001269037,NP_084012,XP_011246847,XP_006531552,XP_006531554	Q5PT53
52075769	human	9606	SLC10A7	84068		HGNC:23088	OMIM:611459	Chr4	Chr4:146253975-146522372(-)	NM_001317817,NM_032128,NM_001029998,NM_001030316,NM_001300842,NM_001317816,NM_001317818	XP_054206953,NP_001025169,NP_001287771,NP_001304745,NP_001304746,NP_001304747,NP_115504,XP_011530613,XP_011530615,XP_016864178,XP_016864179,XP_054206955,XP_016864180,XP_016864181,XP_054206956,XP_047272204,XP_054206954,XP_047272205,XP_054206947,XP_054206948,XP_054206949,XP_054206950,XP_054206951,XP_054206952	Q0GE19
52075770	mouse, laboratory	10090	Irf8	15900	MGI:96395			Chr8 70.05 cM	Chr8:121463097-121483433(+)	NM_001301811,NM_008320	NP_001288740,NP_032346	P23611
52075770	human	9606	IRF8	3394		HGNC:5358	OMIM:601565	Chr16 q24.1	Chr16:85899116-85922609(+)	NM_002163,NM_001363908,NM_001363907	NP_001350837,NP_002154,NP_001350836,XP_047290008	Q02556
52075771	mouse, laboratory	10090	Creg2	263764	MGI:1928333			Chr1 18.37 cM	Chr1:39657574-39690350(-)	NM_170597	NP_733485	Q8BGC9
52075771	human	9606	CREG2	200407		HGNC:14272	OMIM:618540	Chr2 q11.2	Chr2:101345550-101387503(-)	NM_153836	XP_054196923,XP_011509079,XP_016859054,XP_054196922,NP_722578	Q8IUH2
52075772	mouse, laboratory	10090	Nup37	69736	MGI:1919964			Chr10 43.7 cM	Chr10:87982854-88014252(+)	XM_006514057,NM_028334,NM_027191	XP_006514120,NP_081467,NP_082610	Q9CWU9
52075772	human	9606	NUP37	79023		HGNC:29929	OMIM:609264	Chr12 q23.2	Chr12:102073103-102120120(-)	NM_024057	XP_054229172,NP_076962,XP_047285486	Q8NFH4
52075773	mouse, laboratory	10090	Cldn14	56173	MGI:1860425			Chr16 54.99 cM	Chr16:93715919-93809696(-)	NM_001165926,XM_036160034,XM_006523067,NM_019500,NM_001165925	XP_036015927,NP_001159398,NP_001159397,NP_062373,XP_006523130	Q9Z0S3
52075773	human	9606	CLDN14	23562		HGNC:2035	OMIM:605608	Chr21 q22.13	Chr21:36460616-36576569(-)	NM_144492,NM_001146077,NM_001146078,NM_001146079,NM_012130	NP_652763,XP_047296692,XP_054180388,NP_001139550,NP_036262,NP_001139549,XP_047296691,NP_001139551	O95500
52075774	mouse, laboratory	10090	Cldn2	12738	MGI:1276110			ChrX 61.35 cM	ChrX:138701577-138712135(+)	XM_006528486,NM_016675,NM_001410421,XM_006528488,XM_006528489,XM_006528487	XP_006528550,XP_006528552,XP_006528551,XP_006528549,NP_001397350,NP_057884	O88552
52075774	human	9606	CLDN2	9075		HGNC:2041	OMIM:300520	ChrX q22.3	ChrX:106900125-106930862(+)	NM_001171095,NM_001171092,NM_020384	XP_054184059,NP_001164566,NP_001164563,XP_054184060,NP_065117	P57739
52075775	mouse, laboratory	10090	Peli2	93834	MGI:1891445			Chr14 24.6 cM	Chr14:48358280-48519032(+)	NM_033602,XM_011245231,NM_001424773	XP_011243533,NP_291080,NP_001411702	Q8BST6
